id,callerID,agentID,complaintTopic,assignedTo,status,resolutionDurationInHours
531,CALLER_531,165,Lack of follow-up,0,closed,44
532,CALLER_532,165,Refund not processed,129,resolved,0
533,CALLER_533,144,Shipping delay,172,pending,0
534,CALLER_534,176,Product not as described,140,resolved,0
535,CALLER_535,162,Wrong item received,152,pending,0
536,CALLER_536,157,Wrong item received,138,closed,26
537,CALLER_537,124,Lack of follow-up,0,pending,0
538,CALLER_538,140,Incorrect charges,157,closed,48
539,CALLER_539,181,Website not working,123,pending,0
540,CALLER_540,171,Slow response time,0,resolved,0
541,CALLER_541,137,Product damaged during shipping,156,pending,0
542,CALLER_542,153,Wrong item received,123,pending,0
543,CALLER_543,153,Incorrect charges,0,closed,11
544,CALLER_544,169,Unauthorized charges,0,closed,39
545,CALLER_545,176,Inaccurate information provided,178,closed,9
546,CALLER_546,125,Difficulty reaching customer support,173,pending,0
547,CALLER_547,165,Inaccurate information provided,0,pending,0
548,CALLER_548,124,Unprofessional behavior,0,pending,0
549,CALLER_549,170,Billing discrepancy,133,pending,0
550,CALLER_550,177,Long wait time,132,pending,0
551,CALLER_551,145,Website not working,171,closed,31
552,CALLER_552,149,Product not as described,0,closed,37
553,CALLER_553,171,Unhelpful support,156,resolved,0
554,CALLER_554,147,Website not working,0,closed,32
555,CALLER_555,124,Incorrect order,172,pending,0
556,CALLER_556,125,Product damaged during shipping,164,closed,25
557,CALLER_557,142,Unsatisfactory resolution,123,new,0
558,CALLER_558,181,Long wait time,140,pending,0
559,CALLER_559,136,Poor communication,0,new,0
560,CALLER_560,174,Poor quality product,135,resolved,0
561,CALLER_561,176,Unauthorized charges,0,resolved,0
562,CALLER_562,141,Product not as described,0,new,0
563,CALLER_563,157,Package delivered to wrong address,0,closed,31
564,CALLER_564,170,Unresolved issue,126,new,0
565,CALLER_565,172,Incorrect order,152,pending,0
566,CALLER_566,141,Incorrect charges,0,closed,19
567,CALLER_567,157,Inadequate product instructions,0,closed,14
568,CALLER_568,154,Lost package,163,closed,39
569,CALLER_569,178,Package never arrived,0,pending,0
570,CALLER_570,131,Difficulty getting a refund,173,pending,0
571,CALLER_571,141,Incorrect charges,167,resolved,0
572,CALLER_572,126,Product not delivered,154,closed,23
573,CALLER_573,137,Shipping delay,0,closed,16
574,CALLER_574,147,Lack of follow-up,0,closed,33
575,CALLER_575,180,Wrong item received,175,closed,25
576,CALLER_576,153,Long wait time,180,closed,42
577,CALLER_577,159,Unsatisfactory resolution,0,new,0
578,CALLER_578,172,Lost package,0,closed,32
579,CALLER_579,166,Wrong item received,177,closed,7
580,CALLER_580,130,Wrong item received,0,pending,0
581,CALLER_581,131,Product not delivered,168,closed,31
582,CALLER_582,130,Unsatisfactory resolution,0,closed,36
583,CALLER_583,147,Unsatisfactory resolution,145,new,0
584,CALLER_584,158,Shipping delay,0,pending,0
585,CALLER_585,144,Billing discrepancy,152,closed,45
586,CALLER_586,154,Incorrect charges,0,closed,43
587,CALLER_587,139,Unauthorized charges,0,pending,0
588,CALLER_588,164,Inaccurate information provided,147,pending,0
589,CALLER_589,142,Lack of follow-up,143,new,0
590,CALLER_590,152,Rude customer service representative,154,pending,0
591,CALLER_591,129,Incorrect charges,181,closed,36
592,CALLER_592,127,Difficulty reaching customer support,152,closed,23
593,CALLER_593,171,Inadequate product instructions,144,new,0
594,CALLER_594,121,Package never arrived,158,pending,0
595,CALLER_595,180,Difficulty getting a refund,0,new,0
596,CALLER_596,137,Unhelpful support,169,new,0
597,CALLER_597,159,Slow response time,0,resolved,0
598,CALLER_598,148,Shipping delay,150,pending,0
599,CALLER_599,161,Website not working,148,pending,0
600,CALLER_600,127,Wrong item received,149,resolved,0
